"","account_id","client_id","district_id.x","client_age","gender","name","region","no..of.inhabitants","no..of.municipalities.with.inhabitants...499","no..of.municipalities.with.inhabitants.500.1999","no..of.municipalities.with.inhabitants.2000.9999","no..of.municipalities.with.inhabitants..10000","no..of.cities","ratio.of.urban.inhabitants","average.salary","unemploymant.rate..95","unemploymant.rate..96","no..of.enterpreneurs.per.1000.inhabitants","no..of.commited.crimes..95","no..of.commited.crimes..96","disp_id","type","district_id.y","frequency","account_age"
"5110",8564,10564,68,62,"F","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,10256,"DISPONENT",68,"monthly issuance",23
"5111",8566,10566,74,74,"F","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,10258,"OWNER",74,"monthly issuance",23
"5112",8625,10636,64,45,"M","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,10328,"OWNER",64,"monthly issuance",23
"5113",8628,10639,2,62,"M","Benesov","central Bohemia",88884,80,26,6,2,5,46.7,8507,16,1.85,132,25,2674,10331,"OWNER",2,"issuance after transaction",20
"5114",8639,10654,46,54,"F","Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,19,2.31,117,37,2618,10346,"OWNER",46,"monthly issuance",19
"5115",8645,10662,60,67,"F","Prostejov","south Moravia",110643,49,41,4,1,4,51.9,8441,45,4.48,115,20,2252,10354,"OWNER",60,"monthly issuance",19
"5116",8680,10702,17,78,"M","Pelhrimov","south Bohemia",74062,99,15,4,2,7,61.4,8114,25,2.62,119,2,1181,10394,"OWNER",17,"monthly issuance",20
"5117",8680,10703,17,73,"F","Pelhrimov","south Bohemia",74062,99,15,4,2,7,61.4,8114,25,2.62,119,2,1181,10395,"DISPONENT",17,"monthly issuance",20
"5118",8688,10714,66,70,"F","Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,46,4.12,102,28,2103,10406,"OWNER",66,"monthly issuance",20
"5119",8713,10746,53,45,"M","Blansko","south Moravia",107911,88,33,6,2,7,50.9,8240,30,3.56,99,16,1903,10438,"OWNER",53,"monthly issuance",19
"5120",8742,10777,70,36,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,10469,"OWNER",70,"monthly issuance",19
"5121",8742,10778,70,40,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,10470,"DISPONENT",70,"monthly issuance",19
"5122",8759,10798,1,36,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,10490,"OWNER",1,"monthly issuance",23
"5123",8772,10813,1,37,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,10505,"OWNER",1,"monthly issuance",20
"5124",8776,10818,64,44,"M","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,10510,"OWNER",64,"monthly issuance",22
"5125",8784,10828,1,59,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,10520,"OWNER",1,"monthly issuance",20
"5126",8856,10912,15,53,"M","Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,39,3.6,124,15,1879,10604,"OWNER",15,"monthly issuance",22
"5127",8896,10960,28,74,"M","Plzen - sever","west Bohemia",72541,66,26,10,0,8,36.9,8594,15,2.01,112,8,1525,10652,"OWNER",28,"issuance after transaction",20
"5128",8899,10963,1,72,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,10655,"OWNER",1,"weekly issuance",22
"5129",8919,10987,62,55,"F","Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,10,1.86,109,35,2906,10679,"OWNER",62,"monthly issuance",19
"5130",8919,10988,62,52,"M","Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,10,1.86,109,35,2906,10680,"DISPONENT",62,"monthly issuance",19
"5131",8926,10997,1,44,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,10689,"OWNER",1,"monthly issuance",19
"5132",8926,10998,1,49,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,10690,"DISPONENT",1,"monthly issuance",19
"5133",8931,11004,63,69,"M","Vyskov","south Moravia",86513,38,36,5,1,5,50.5,8288,49,4.52,110,6,1460,10696,"OWNER",63,"weekly issuance",20
"5134",8934,11008,51,47,"F","Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,28,2.97,131,45,3839,10700,"OWNER",51,"monthly issuance",23
"5135",8957,11034,1,44,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,10726,"OWNER",1,"monthly issuance",23
"5136",8972,11050,70,59,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,10742,"OWNER",70,"monthly issuance",20
"5137",8982,11063,64,61,"F","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,10755,"OWNER",64,"monthly issuance",23
"5138",8982,11064,64,63,"M","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,10756,"DISPONENT",64,"monthly issuance",23
"5139",8998,11083,61,63,"M","Trebic","south Moravia",117897,139,28,5,1,6,53.8,8814,60,5.74,107,22,2059,10775,"OWNER",61,"monthly issuance",21
"5140",9006,11093,40,57,"M","Teplice","north Bohemia",128118,9,16,6,3,8,85.3,9317,68,7.07,97,71,6872,10785,"OWNER",40,"weekly issuance",22
"5141",9017,11105,70,59,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,10797,"OWNER",70,"monthly issuance",21
"5142",9024,11114,1,64,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,10806,"OWNER",1,"monthly issuance",20
"5143",9030,11121,72,45,"F","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,10813,"OWNER",72,"monthly issuance",21
"5144",9030,11122,72,37,"M","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,10814,"DISPONENT",72,"monthly issuance",21
"5145",9031,11123,47,68,"M","Pardubice","east Bohemia",162580,83,26,5,1,6,72.8,9538,13,1.81,111,68,5410,10815,"OWNER",47,"monthly issuance",19
"5146",9034,11126,1,51,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,10818,"OWNER",1,"monthly issuance",23
"5147",9037,11130,1,55,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,10822,"OWNER",1,"monthly issuance",20
"5148",9037,11131,1,59,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,10823,"DISPONENT",1,"monthly issuance",20
"5149",9041,11136,3,72,"F","Beroun","central Bohemia",75232,55,26,4,1,5,41.7,8980,22,2.21,111,36,2813,10828,"OWNER",1,"monthly issuance",23
"5150",9051,11147,5,44,"F","Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,52,4.43,118,32,3040,10839,"OWNER",5,"weekly issuance",20
"5151",9052,11149,43,51,"M","Hradec Kralove","east Bohemia",161854,73,21,6,1,6,76.3,9425,17,2.5,125,52,3891,10841,"OWNER",43,"issuance after transaction",21
"5152",9093,11195,58,63,"M","Jihlava","south Moravia",109164,98,16,6,1,4,63.6,8757,43,3.95,96,27,2471,10887,"OWNER",47,"monthly issuance",23
"5153",9104,11208,10,59,"F","Praha - vychod","central Bohemia",92084,55,29,4,3,5,46.7,10124,4,0.54,141,50,4316,10900,"OWNER",10,"monthly issuance",22
"5154",9138,11250,26,70,"F","Plzen - mesto","west Bohemia",170449,0,0,0,1,1,100,10787,31,3.09,131,67,6261,10942,"OWNER",26,"monthly issuance",20
"5155",9140,11252,32,51,"F","Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,35,3.22,118,55,4505,10944,"OWNER",32,"monthly issuance",19
"5156",9153,11266,9,78,"M","Nymburk","central Bohemia",81344,61,23,4,2,6,55.3,8899,44,3.97,149,40,2487,10958,"OWNER",9,"monthly issuance",20
"5157",9153,11267,9,80,"F","Nymburk","central Bohemia",81344,61,23,4,2,6,55.3,8899,44,3.97,149,40,2487,10959,"DISPONENT",9,"monthly issuance",20
"5158",9156,11271,18,79,"M","Pisek","south Bohemia",70699,60,13,2,1,4,65.3,8968,37,3.35,131,13,1910,10963,"OWNER",18,"monthly issuance",19
"5159",9159,11274,64,47,"M","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,10966,"OWNER",64,"monthly issuance",20
"5160",9159,11275,64,53,"F","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,10967,"DISPONENT",64,"monthly issuance",20
"5161",9167,11286,56,76,"F","Breclav","south Moravia",124605,11,42,14,1,8,46,8772,57,4.98,126,37,3158,10978,"OWNER",56,"monthly issuance",19
"5162",9179,11304,28,56,"F","Plzen - sever","west Bohemia",72541,66,26,10,0,8,36.9,8594,15,2.01,112,8,1525,10996,"OWNER",28,"monthly issuance",19
"5163",9188,11314,45,80,"M","Jicin","east Bohemia",77917,85,19,6,1,5,53.5,8390,24,2.89,132,21,2122,11006,"OWNER",45,"monthly issuance",23
"5164",9192,11319,1,74,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,11011,"OWNER",1,"monthly issuance",22
"5165",9199,11327,72,69,"M","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,11019,"OWNER",72,"monthly issuance",20
"5166",9201,11329,69,55,"F","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,11021,"OWNER",69,"monthly issuance",20
"5167",9203,11331,70,72,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,11023,"OWNER",70,"monthly issuance",23
"5168",9208,11337,29,47,"M","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,11029,"OWNER",29,"monthly issuance",19
"5169",9225,11359,11,44,"M","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,11051,"OWNER",11,"monthly issuance",20
"5170",9225,11360,11,44,"F","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,11052,"DISPONENT",11,"monthly issuance",20
"5171",9227,11362,51,50,"F","Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,28,2.97,131,45,3839,11054,"OWNER",51,"monthly issuance",19
"5172",9235,11371,37,75,"F","Litomerice","north Bohemia",114006,71,26,6,2,9,62.3,9065,55,5.39,123,53,4166,11063,"OWNER",37,"monthly issuance",21
"5173",9236,11372,11,55,"M","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,11064,"OWNER",11,"monthly issuance",23
"5174",9241,11379,74,64,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,11071,"OWNER",74,"monthly issuance",20
"5175",9241,11380,74,65,"F","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,11072,"DISPONENT",74,"monthly issuance",20
"5176",9242,11381,57,37,"F","Hodonin","south Moravia",161954,21,37,20,3,8,48,8720,48,4.5,116,47,3651,11073,"OWNER",57,"monthly issuance",20
"5177",9263,11405,68,52,"F","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,11097,"OWNER",68,"monthly issuance",20
"5178",9263,11406,68,46,"M","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,11098,"DISPONENT",68,"monthly issuance",20
"5179",9265,11409,32,36,"F","Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,35,3.22,118,55,4505,11101,"OWNER",1,"monthly issuance",23
"5180",9307,11461,70,42,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,11153,"OWNER",68,"monthly issuance",23
"5181",9333,11491,36,58,"F","Liberec","north Bohemia",159617,29,19,8,1,9,85.2,9198,42,4.28,131,66,6132,11183,"OWNER",36,"monthly issuance",20
"5182",9337,11497,11,57,"F","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,11189,"OWNER",30,"monthly issuance",23
"5183",9353,11516,59,78,"M","Kromeriz","south Moravia",108871,41,29,7,2,6,62.1,8444,40,3.47,106,31,2305,11208,"OWNER",59,"monthly issuance",21
"5184",9353,11517,59,76,"F","Kromeriz","south Moravia",108871,41,29,7,2,6,62.1,8444,40,3.47,106,31,2305,11209,"DISPONENT",59,"monthly issuance",21
"5185",9377,11545,1,50,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,11237,"OWNER",1,"monthly issuance",21
"5186",9403,11574,1,72,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,11266,"OWNER",1,"weekly issuance",23
"5187",9422,11596,70,76,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,11288,"OWNER",70,"monthly issuance",20
"5188",9424,11598,54,39,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,11290,"OWNER",54,"monthly issuance",20
"5189",9433,11609,59,59,"M","Kromeriz","south Moravia",108871,41,29,7,2,6,62.1,8444,40,3.47,106,31,2305,11301,"OWNER",59,"monthly issuance",19
"5190",9455,11637,73,65,"M","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,11329,"OWNER",73,"monthly issuance",20
"5191",9455,11638,73,62,"F","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,11330,"DISPONENT",73,"monthly issuance",20
"5192",9472,11662,76,44,"M","Sumperk","north Moravia",127369,31,32,13,2,7,51.2,8369,58,5.88,107,48,2807,11354,"OWNER",1,"weekly issuance",23
"5193",9484,11676,5,73,"F","Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,52,4.43,118,32,3040,11368,"OWNER",5,"monthly issuance",19
"5194",9491,11683,7,36,"M","Melnik","central Bohemia",94725,38,28,1,3,6,63.4,9920,23,2.87,130,54,4846,11375,"OWNER",7,"weekly issuance",20
"5195",9493,11685,64,51,"F","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,11377,"OWNER",64,"monthly issuance",21
"5196",9494,11686,21,68,"F","Tabor","south Bohemia",103347,87,16,7,1,7,67,9104,13,2.07,123,29,2354,11378,"OWNER",21,"monthly issuance",20
"5197",9494,11687,21,71,"M","Tabor","south Bohemia",103347,87,16,7,1,7,67,9104,13,2.07,123,29,2354,11379,"DISPONENT",21,"monthly issuance",20
"5198",9504,11701,9,67,"M","Nymburk","central Bohemia",81344,61,23,4,2,6,55.3,8899,44,3.97,149,40,2487,11393,"OWNER",9,"monthly issuance",20
"5199",9510,11709,1,55,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,11401,"OWNER",1,"monthly issuance",20
"5200",9510,11710,1,49,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,11402,"DISPONENT",1,"monthly issuance",20
"5201",9513,11713,59,65,"F","Kromeriz","south Moravia",108871,41,29,7,2,6,62.1,8444,40,3.47,106,31,2305,11405,"OWNER",59,"monthly issuance",20
"5202",9513,11714,59,71,"M","Kromeriz","south Moravia",108871,41,29,7,2,6,62.1,8444,40,3.47,106,31,2305,11406,"DISPONENT",59,"monthly issuance",20
"5203",9528,11732,19,59,"F","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,11424,"OWNER",19,"monthly issuance",20
"5204",9548,11754,62,50,"M","Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,10,1.86,109,35,2906,11446,"OWNER",62,"monthly issuance",20
"5205",9549,11755,4,71,"F","Kladno","central Bohemia",149893,63,29,6,2,6,67.4,9753,56,5.05,109,63,5892,11447,"OWNER",4,"monthly issuance",19
"5206",9560,11768,1,45,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,11460,"OWNER",1,"monthly issuance",19
"5207",9583,11794,31,46,"F","Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,47,4.2,108,5,1452,11486,"OWNER",31,"weekly issuance",22
"5208",9583,11795,31,39,"M","Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,47,4.2,108,5,1452,11487,"DISPONENT",31,"weekly issuance",22
"5209",9591,11804,74,72,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,11496,"OWNER",74,"monthly issuance",23
"5210",9627,11851,65,46,"M","Znojmo","south Moravia",114200,101,41,4,1,4,43.7,8403,63,5.72,105,24,2718,11543,"OWNER",65,"issuance after transaction",22
"5211",9631,11855,11,59,"M","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,11547,"OWNER",11,"monthly issuance",20
"5212",9633,11857,70,64,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,11549,"OWNER",70,"monthly issuance",20
"5213",9635,11860,70,91,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,11552,"OWNER",70,"monthly issuance",23
"5214",9640,11866,1,79,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,11558,"OWNER",1,"monthly issuance",23
"5215",9640,11867,1,82,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,11559,"DISPONENT",1,"monthly issuance",23
"5216",9645,11873,38,53,"F","Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,70,8.23,104,34,2822,11565,"OWNER",38,"monthly issuance",20
"5217",9646,11874,1,47,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,11566,"OWNER",1,"weekly issuance",20
"5218",9646,11875,1,49,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,11567,"DISPONENT",1,"weekly issuance",20
"5219",9656,11886,61,75,"F","Trebic","south Moravia",117897,139,28,5,1,6,53.8,8814,60,5.74,107,22,2059,11578,"OWNER",61,"monthly issuance",23
"5220",9673,11906,76,72,"M","Sumperk","north Moravia",127369,31,32,13,2,7,51.2,8369,58,5.88,107,48,2807,11598,"OWNER",76,"monthly issuance",19
"5221",9673,11907,76,71,"F","Sumperk","north Moravia",127369,31,32,13,2,7,51.2,8369,58,5.88,107,48,2807,11599,"DISPONENT",76,"monthly issuance",19
"5222",9677,11911,8,77,"M","Mlada Boleslav","central Bohemia",112065,95,19,7,1,8,69.4,11277,9,1.44,127,61,4987,11603,"OWNER",8,"monthly issuance",20
"5223",9703,11943,1,55,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,11635,"OWNER",68,"monthly issuance",23
"5224",9707,11947,70,52,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,11639,"OWNER",70,"monthly issuance",23
"5225",9730,11976,54,77,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,11668,"OWNER",54,"monthly issuance",19
"5226",9730,11977,54,72,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,11669,"DISPONENT",54,"monthly issuance",19
"5227",9731,11978,54,45,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,11670,"OWNER",54,"issuance after transaction",22
"5228",9731,11979,54,39,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,11671,"DISPONENT",54,"issuance after transaction",22
"5229",9750,12003,74,40,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,11695,"OWNER",74,"monthly issuance",22
"5230",9790,12050,52,73,"M","Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,29,3.49,108,30,2799,11742,"OWNER",52,"monthly issuance",21
"5231",9790,12051,52,80,"F","Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,29,3.49,108,30,2799,11743,"DISPONENT",52,"monthly issuance",21
"5232",9814,12079,64,44,"F","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,11771,"OWNER",64,"weekly issuance",21
"5233",9826,12092,68,39,"M","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,11784,"OWNER",68,"monthly issuance",20
"5234",9828,12095,47,77,"M","Pardubice","east Bohemia",162580,83,26,5,1,6,72.8,9538,13,1.81,111,68,5410,11787,"OWNER",11,"monthly issuance",23
"5235",9833,12102,21,48,"F","Tabor","south Bohemia",103347,87,16,7,1,7,67,9104,13,2.07,123,29,2354,11794,"OWNER",20,"monthly issuance",23
"5236",9859,12133,27,52,"F","Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,5,1.29,110,3,1127,11825,"OWNER",27,"monthly issuance",20
"5237",9869,12144,2,36,"M","Benesov","central Bohemia",88884,80,26,6,2,5,46.7,8507,16,1.85,132,25,2674,11836,"OWNER",12,"monthly issuance",23
"5238",9869,12145,2,34,"F","Benesov","central Bohemia",88884,80,26,6,2,5,46.7,8507,16,1.85,132,25,2674,11837,"DISPONENT",12,"monthly issuance",23
"5239",9883,12163,1,62,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,11855,"OWNER",1,"monthly issuance",23
"5240",9897,12181,1,55,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,11873,"OWNER",1,"monthly issuance",21
"5241",9928,12220,60,45,"F","Prostejov","south Moravia",110643,49,41,4,1,4,51.9,8441,45,4.48,115,20,2252,11912,"OWNER",60,"monthly issuance",21
"5242",9928,12221,60,45,"M","Prostejov","south Moravia",110643,49,41,4,1,4,51.9,8441,45,4.48,115,20,2252,11913,"DISPONENT",60,"monthly issuance",21
"5243",10001,12303,24,42,"F","Karlovy Vary","west Bohemia",122603,25,21,6,2,8,80,8991,11,2.01,128,62,5273,11995,"OWNER",24,"monthly issuance",21
"5244",10005,12308,64,38,"M","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,12000,"OWNER",64,"monthly issuance",19
"5245",10018,12324,8,38,"M","Mlada Boleslav","central Bohemia",112065,95,19,7,1,8,69.4,11277,9,1.44,127,61,4987,12016,"OWNER",8,"monthly issuance",21
"5246",10019,12325,8,52,"M","Mlada Boleslav","central Bohemia",112065,95,19,7,1,8,69.4,11277,9,1.44,127,61,4987,12017,"OWNER",8,"monthly issuance",21
"5247",10022,12328,1,72,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,12020,"OWNER",1,"monthly issuance",19
"5248",10036,12344,26,76,"F","Plzen - mesto","west Bohemia",170449,0,0,0,1,1,100,10787,31,3.09,131,67,6261,12036,"OWNER",1,"monthly issuance",23
"5249",10049,12358,17,73,"M","Pelhrimov","south Bohemia",74062,99,15,4,2,7,61.4,8114,25,2.62,119,2,1181,12050,"OWNER",17,"monthly issuance",20
"5250",10049,12359,17,81,"F","Pelhrimov","south Bohemia",74062,99,15,4,2,7,61.4,8114,25,2.62,119,2,1181,12051,"DISPONENT",17,"monthly issuance",20
"5251",10063,12376,4,57,"M","Kladno","central Bohemia",149893,63,29,6,2,6,67.4,9753,56,5.05,109,63,5892,12068,"OWNER",4,"weekly issuance",20
"5252",10065,12378,76,70,"F","Sumperk","north Moravia",127369,31,32,13,2,7,51.2,8369,58,5.88,107,48,2807,12070,"OWNER",76,"monthly issuance",20
"5253",10068,12382,1,61,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,12074,"OWNER",1,"monthly issuance",19
"5254",10068,12383,1,53,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,12075,"DISPONENT",1,"monthly issuance",19
"5255",10079,12396,62,46,"F","Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,10,1.86,109,35,2906,12088,"OWNER",62,"monthly issuance",23
"5256",10079,12397,62,43,"M","Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,10,1.86,109,35,2906,12089,"DISPONENT",62,"monthly issuance",23
"5257",10093,12416,1,43,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,12108,"OWNER",1,"weekly issuance",22
"5258",10093,12417,1,42,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,12109,"DISPONENT",1,"weekly issuance",22
"5259",10105,12432,55,51,"M","Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,20,2.43,111,46,3894,12124,"OWNER",55,"monthly issuance",23
"5260",10131,12464,39,57,"M","Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,71,9.4,90,59,4743,12156,"OWNER",1,"monthly issuance",23
"5261",10134,12468,22,47,"M","Domazlice","west Bohemia",58400,65,16,4,1,6,52.4,8620,7,1.25,100,4,1117,12160,"OWNER",22,"monthly issuance",19
"5262",10148,12485,34,51,"F","Chomutov","north Bohemia",125236,28,11,1,4,5,87.7,9675,67,7.68,100,64,5190,12177,"OWNER",34,"monthly issuance",19
"5263",10152,12490,34,36,"M","Chomutov","north Bohemia",125236,28,11,1,4,5,87.7,9675,67,7.68,100,64,5190,12182,"OWNER",34,"monthly issuance",19
